student_id,cluster_id,skill_count,interest_count,domain_count,project_count,project_technology_count,hackathons_participated,hackathons_won,github_repos,github_commits,github_stars,github_followers,profile_completion
63d56c69-55e3-4528-b118-8b57a258f729,0,7,4,3,2,8,3,1,15,420,34,13,68.0
1ad0e42d-8a29-459b-9e16-ebe914a2f14c,3,11,5,4,1,4,2,0,0,0,0,0,76.0
efa39902-d69e-44f9-aad9-c9c79d10edf5,3,8,3,2,2,6,0,0,9,135,47,17,73.0
29a70b35-707c-484f-8bb5-8b215d6ebcd4,2,11,3,2,0,0,5,0,32,416,16,44,84.0
6bd9ad33-a59a-410c-b027-98aa5712fb14,3,7,3,3,1,4,3,0,14,378,10,33,72.0
294e0a46-ef83-4845-864a-795ff0f17103,2,7,4,2,0,0,1,0,32,896,47,51,85.0
a660ca84-0849-42e6-9324-a286f016aa5b,2,5,5,3,0,0,4,0,25,725,40,29,87.0
2b6fad95-0e6a-43b5-9410-74653a40193b,2,8,5,3,0,0,0,0,23,391,48,55,83.0
2ed25303-dfc6-477c-8281-739a98dc9cd9,3,6,4,4,0,0,5,0,16,400,17,22,78.0
0decaf73-52c9-42b3-86a1-ab4cceda8b82,2,5,4,2,0,0,1,0,26,780,10,5,88.0
08d4043d-ffc3-492c-bacb-0a1005e4a1de,3,7,5,4,1,3,0,0,11,330,43,11,84.0
6c330b26-96e7-4e06-adf2-825da3cf559f,2,11,4,4,0,0,0,0,22,352,33,40,74.0
47989dab-8699-407f-953a-0ee7d288cd51,2,5,3,3,1,3,1,0,28,728,18,42,92.0
4c7158f5-0178-4764-91e9-206adc1abe4b,2,5,4,4,0,0,0,0,30,390,29,41,69.0
0e6862eb-7450-4e86-a8fb-ac8b06fd7d2b,2,8,4,2,0,0,0,0,35,735,3,33,73.0
fef4172a-9569-4d0a-b190-34fb043e7c40,3,10,3,4,1,4,0,0,5,110,4,58,95.0
ce451e53-7a3e-478e-827e-ca40c205a0e3,2,7,3,2,1,4,0,0,18,414,31,5,90.0
0c20e0a5-30d5-4525-a0ae-81b220872998,3,9,3,3,0,0,4,0,0,0,0,0,74.0
7eae055b-58e7-4ccf-b97e-b3d17f153640,2,8,3,4,1,3,1,0,31,837,47,37,71.0
ea4753a7-445e-4faa-88bd-cf82789bca37,3,7,3,3,0,0,0,0,0,0,0,0,82.0
fe911f5a-e48a-4d6e-b234-3da83a349930,1,5,4,2,0,0,1,1,33,363,5,19,72.0
7465b2ff-ad02-4e92-a603-cc3d842cfced,3,6,5,3,0,0,1,0,17,255,6,17,76.0
4ab5a38a-79d5-4b12-8437-9bfe42044454,3,6,5,3,1,3,0,0,3,60,39,14,78.0
03e9d033-81a7-4e41-826e-0f695e2ea75b,2,10,3,4,0,0,1,0,21,294,11,48,98.0
4cf65dd2-ee7a-4220-9174-7b844f8fcf41,3,9,4,4,0,0,1,0,9,90,3,26,91.0
6af6d70b-45e8-410c-89cf-1c8fa4574c85,3,8,4,3,1,5,3,0,16,256,26,46,91.0
c025d911-ca47-4671-903f-1caffc764350,2,5,4,4,0,0,0,0,21,252,30,56,77.0
72848f00-32d0-4c87-a52e-9346570c5189,2,9,4,2,0,0,0,0,29,812,14,37,94.0
96ebb060-cb7a-48bc-b2e3-6af9fc20d345,2,6,4,2,0,0,3,0,19,380,46,60,70.0
cf1e539f-ead8-4a9f-9648-f90c9abbaa41,2,10,5,4,0,0,4,0,28,392,39,40,69.0
4840528d-44a9-4c59-b980-d62a7738dead,2,6,3,3,0,0,0,0,16,368,47,33,95.0
7920e9ba-5787-4e49-814d-3a6830d89f66,2,8,4,3,1,4,0,0,33,924,35,24,73.0
f20141f3-3ec6-4d75-aab3-43d409ef72d5,1,7,5,4,0,0,1,1,32,576,13,31,89.0
fb226637-2562-4854-b14a-c221fc1c16f5,2,11,5,2,0,0,0,0,28,560,43,10,88.0
f7b70b73-2af4-4692-a81e-e6701cc777f8,2,10,3,2,0,0,0,0,24,720,5,16,75.0
58789ed6-e1bc-4d0d-b96e-2f56072b273f,3,7,3,4,1,3,0,0,14,168,31,23,78.0
2051f1b1-c94b-48cd-b22b-3b109fa0bc9a,3,6,4,2,0,0,2,0,15,150,43,2,75.0
ab16a8ed-a23b-48a9-a4f1-6dbf237e9f9b,3,6,4,2,0,0,0,0,11,176,46,3,84.0
5fac1111-acb9-4ca4-aef3-3570b9713ec1,3,10,3,4,0,0,3,0,11,253,6,34,77.0
382513f3-1f6e-46a2-bd96-deed53e75a83,3,6,4,2,1,2,0,0,17,408,18,18,69.0
bd1afdfb-8481-4dec-afac-ef902e110152,1,11,4,3,0,0,3,1,13,169,8,46,98.0
b39b7e89-5127-4811-914d-ab307bcb6379,2,9,4,3,0,0,2,0,18,450,22,44,72.0
11b8d863-7acf-442d-bcc7-a0b1f0a62bd3,0,7,3,3,2,7,0,0,3,36,50,40,96.0
49d37776-22f9-4efe-8ffc-2b6f76e8f19c,3,6,5,2,1,5,3,0,15,195,25,15,94.0
c9831642-b32a-482c-8fe5-23aa771dc05a,1,9,5,2,0,0,2,1,18,324,25,23,82.0
69079a57-0cef-4caa-8291-7f48b2a1ede0,2,8,5,4,1,4,3,0,15,270,48,52,77.0
c832156b-9640-4fc0-bdab-bf9bf717d549,3,9,5,3,0,0,0,0,0,0,0,0,76.0
5be666bd-5141-4449-8892-1e2a361b2e84,3,9,3,3,0,0,0,0,12,132,9,22,69.0
9cd942b8-00f7-495c-9c10-d6c9e2b36f57,2,10,3,3,0,0,1,0,25,600,15,59,98.0
345ab973-cb26-4074-b96f-6db8f8e892c3,2,10,5,2,0,0,0,0,16,480,49,15,94.0
b2b9f627-8889-463c-82ff-a50141a94031,3,10,5,3,0,0,3,0,10,270,0,43,92.0
25809a2e-3393-426e-a9de-de07ad084080,2,6,5,2,0,0,1,0,26,260,35,57,72.0
b40d6b8e-760e-4dd4-9ba6-8fbc4b81f9ab,3,6,5,4,1,3,2,0,7,112,20,33,78.0
d052c5f3-b891-454a-84df-4065759115f4,2,9,5,3,2,8,3,0,33,990,49,11,80.0
753d8230-daf5-4396-9960-a7410277fe37,2,7,3,2,0,0,0,0,34,578,4,18,75.0
4249c069-1499-4bb4-a274-9589707c4ae3,3,9,5,4,1,4,0,0,11,264,10,16,84.0
2307d6c1-e503-4021-b867-985d5bdef21c,2,11,3,2,0,0,0,0,13,182,40,34,96.0
8fb8eaf8-4080-46bb-b74e-1242acd68205,2,10,3,2,0,0,5,0,24,576,38,39,75.0
a483616c-ea51-4637-8408-10f68d7edbd4,2,10,5,4,0,0,0,0,30,510,30,52,79.0
d0055477-7c39-4e7f-825f-830145a39bcf,3,6,5,2,0,0,3,0,9,126,27,43,76.0
6d5dbc88-26f2-437d-a615-0271948bfefd,2,7,4,4,0,0,4,0,28,560,35,41,73.0
375f70ab-cece-48f6-a17c-d18f2d3fca7a,3,5,4,3,0,0,4,0,21,336,2,52,84.0
f4ba3a88-533b-438e-8ace-e729250c8304,2,11,5,3,0,0,2,0,15,360,25,38,76.0
a8a41195-09bf-4827-8e15-3c311e65a5a4,3,6,4,4,1,3,3,0,19,323,18,7,89.0
ddd531e1-0440-48ae-800a-f20c41af69f6,2,6,5,2,1,3,4,0,26,754,20,33,95.0
1cff6ddb-077c-49a3-b9b1-c7cdad5c5a66,2,10,4,3,0,0,3,0,19,285,35,18,76.0
3c6e4855-a064-45ef-9ba1-692a2a1c9770,3,10,4,3,0,0,4,0,11,330,33,36,93.0
aea35633-2c28-4426-97f5-9cc483a2646b,2,6,4,3,1,3,5,0,35,875,49,49,96.0
6dda9196-0380-414d-9235-c10e43fb414e,3,11,5,3,0,0,4,0,4,56,46,17,98.0
cccfb865-01b3-442e-b740-e0b81f505d2a,3,9,3,3,0,0,4,0,13,130,2,44,95.0
03475a14-2a18-4b0b-93f5-ee3f95eb5625,3,10,4,2,0,0,0,0,11,231,18,32,68.0
8157aedf-3cb8-41e6-acac-ca31f4256129,2,7,3,3,0,0,0,0,18,468,48,53,77.0
3379e8e7-6522-45ad-8b4b-c42d65e752d1,3,8,3,2,0,0,1,0,3,51,5,11,83.0
9ae589e7-8191-4300-a84f-0a6aad97c42a,3,11,4,4,0,0,0,0,9,234,42,15,80.0
1f9bd25e-d55e-432f-906d-be2832e0475f,3,9,3,2,0,0,0,0,18,180,2,39,90.0
c3febd84-97be-4ed0-9a7b-3c274724031a,3,5,5,2,0,0,2,1,4,88,22,48,76.0
46a01596-9eb8-4790-9e04-ba845207e836,2,9,5,4,1,3,0,0,27,432,33,45,92.0
4255926b-5147-4f6a-8eed-9479ec273f86,3,5,3,2,1,4,0,0,0,0,0,0,97.0
dfc2ebc8-5500-4b50-82be-d77462e965ee,2,9,3,2,1,5,0,0,25,600,44,44,96.0
1a936a97-805b-4cee-9aec-926daf068aae,3,10,5,4,1,3,0,0,17,272,20,3,97.0
a6cacd0c-eb5c-486a-a0d1-251027a2b59b,3,8,4,4,0,0,4,0,0,0,0,0,93.0
1dcf8fd7-0579-4c7d-b867-2e6bdb73e5eb,0,8,5,2,2,6,5,1,0,0,0,0,84.0
9bcd80ff-d980-4c47-8d24-7aefd1f1c6d6,2,11,3,3,0,0,2,0,13,273,39,54,87.0
8484aefb-b48a-4def-9957-9096f3e5b8dd,3,6,3,2,1,2,1,1,12,120,24,39,69.0
a35e9631-e4eb-4557-a26b-6f2609559a9e,2,8,5,3,0,0,0,0,32,864,45,3,75.0
6d281b14-0770-4794-8714-213a98a8e198,3,7,4,4,0,0,3,0,17,391,15,38,81.0
121f5340-fe3c-4efd-b588-5f2655416124,2,9,5,2,0,0,0,0,23,529,26,21,91.0
ab705e8f-b858-4065-affb-a97c46bc3581,1,5,3,3,0,0,5,2,14,308,31,32,73.0
3b352acc-0fa8-4b83-9f14-78ace8ade551,1,7,4,2,0,0,2,2,5,130,6,30,94.0
df380874-aadc-4db9-bf1b-e42b838fb0f6,3,9,4,4,1,4,0,0,15,360,5,18,90.0
ed3f2794-a992-4ce0-bd83-2a067fc1022e,3,5,5,4,1,4,0,0,15,150,39,50,68.0
98819017-823e-4fb9-8740-a987af1920e0,0,6,5,4,2,5,1,0,26,286,5,51,78.0
65fb74d3-9211-4e75-a64c-e76a89893ccc,0,8,3,4,2,8,0,0,0,0,0,0,88.0
4740cd5d-ac02-4515-ac53-2040e26b69ba,2,10,4,3,1,3,4,0,24,576,50,54,97.0
4f42d475-c776-472f-a67f-3721710ad8fa,3,9,4,4,0,0,1,0,8,200,15,25,94.0
e431f3da-f600-4d0f-ba76-86bf19ae9a0d,0,6,4,3,2,7,0,0,22,220,36,50,88.0
360fc955-3175-4c3d-9b68-b9c3dc856b80,2,10,5,4,0,0,0,0,24,648,28,5,68.0
d959640c-36fa-40d3-9f9a-7f94c52bddb7,1,6,5,4,0,0,4,1,17,238,39,18,80.0
c3b38c11-0bcb-49fb-91ff-75f472399a74,1,6,5,4,0,0,1,1,18,522,15,37,83.0
7ca1631a-6a33-4d50-b7c4-1812a5884003,3,10,4,4,0,0,0,0,0,0,0,0,94.0
3c7d4f2c-e091-420f-812c-b1f63fa6cc28,3,10,4,2,0,0,3,0,0,0,0,0,96.0
11cb9f36-3aa0-45ce-b350-da69f16b4894,1,6,4,4,0,0,5,1,12,228,42,10,68.0
10736425-57d9-44fa-9944-ecb1440f16cc,1,6,4,3,1,3,5,1,26,286,2,38,90.0
a79e2fc6-d588-48d8-aacc-30ae69842200,1,7,5,4,0,0,4,2,24,552,22,53,77.0
c5c58e75-ab1c-4fcb-9908-a0ebf6929c26,0,10,5,4,2,7,0,0,12,300,48,28,75.0
aa8e0419-6869-4352-9957-c2ce19a4df19,1,10,5,4,1,5,1,1,9,162,41,39,82.0
bf71b5af-5a4f-4e44-ba7a-ca87d9f090ff,3,8,3,2,0,0,1,0,6,174,42,59,98.0
ae3dcd6d-68be-4555-8891-2616eea6618b,0,11,5,2,2,7,4,0,30,480,39,43,97.0
9544d1fd-71c1-42c2-9919-89bc5fc210bf,1,5,4,3,0,0,4,1,7,189,14,2,98.0
501caa1d-90ea-4e3d-a62b-21d64b15838b,2,9,3,4,1,4,0,0,18,450,24,6,88.0
f8ec485a-c1a7-4210-9311-e69a848199f8,3,8,3,2,0,0,4,0,5,85,44,43,68.0
d34a1614-05f3-4f9a-88bf-dc0bf2b5aca7,3,7,3,3,0,0,0,0,11,220,50,15,86.0
6c5a40d6-81b7-4c8c-8a43-28cbe9f7b6b1,3,10,4,4,1,5,0,0,5,145,11,47,87.0
60bb75a2-5063-493a-8b0d-af43bcb01f84,3,5,5,2,0,0,0,0,5,55,41,25,74.0
c443afae-85b7-4769-9c9b-3aa42d2f9b49,3,11,4,3,0,0,1,0,15,330,14,6,86.0
