student_id,project_id,project_rank,student_rank,final_score,pred_compat_score,prob_good_fit,compatibility_score,match_outcome,skill_overlap_ratio,matched_skill_count,required_skill_count,tfidf_similarity,domain_match,interest_overlap_ratio,cluster_id,cluster_segment,explanation
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0002,1,23,50.5009,35.9772,0.9992,31.7528,1,0.5,2,4,0.0756,0,0.0,0,Applied Project Specialist,Strong match (Score: 50.5). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
c5644ec7-56a1-4c47-9050-b7704cf711bd,proj_0002,2,17,49.4825,33.0899,0.9994,36.0642,1,0.5,2,4,0.0843,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 49.5). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0002,3,34,49.2768,33.7307,0.9994,33.0494,1,0.5,2,4,0.0535,0,0.0,0,Applied Project Specialist,Moderate match (Score: 49.3). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
1b0eb8d9-5d90-4feb-85f8-57e9bb66294b,proj_0002,4,56,41.6829,22.061,0.9804,20.3749,1,0.25,1,4,0.0631,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.7). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
19d329f2-3d8d-46b4-9a4c-c52d841a38aa,proj_0002,5,64,41.1949,21.7823,0.9701,33.9856,1,0.25,1,4,0.0586,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.2). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
c5c58e75-ab1c-4fcb-9908-a0ebf6929c26,proj_0002,6,65,41.0858,22.0645,0.9658,20.206,1,0.25,1,4,0.0524,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.1). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0002,7,76,40.9745,21.9099,0.969,20.7834,1,0.25,1,4,0.0427,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.0). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
b4c077d2-148e-42f9-bc80-1515091459a8,proj_0002,8,49,40.9255,21.8024,0.9683,22.4342,1,0.25,1,4,0.0437,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0002,9,79,40.8882,21.473,0.9661,27.9458,1,0.25,1,4,0.0544,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
d92644e4-b1af-4c67-97b4-42a739dc989f,proj_0002,10,74,40.8517,21.4754,0.963,22.0236,1,0.25,1,4,0.0581,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Emerging Generalist Builder.
38ec06b2-32c5-44b5-9006-583e15a4e8de,proj_0003,1,1,65.7349,59.5147,0.9996,59.0064,1,0.75,3,4,0.1294,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 65.7). Matched 3/4 required skills (75%). domain aligned. Segment: Emerging Generalist Builder.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0003,2,4,59.2034,49.9798,0.9995,48.544,1,0.75,3,4,0.1151,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.2). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
03b5c41b-9b04-4bc6-9771-af990671b169,proj_0003,3,9,58.8382,49.2654,0.9996,45.2405,1,0.5,2,4,0.1096,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.8). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0003,4,5,58.7029,49.4597,0.9994,53.4893,1,0.75,3,4,0.0958,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.7). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0003,5,1,58.631,48.3237,0.9995,41.1309,1,0.75,3,4,0.1211,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.6). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bcbb259f-658e-4461-8c3d-c07b29aa5e23,proj_0003,6,9,58.4461,48.0716,0.9996,41.2193,1,0.5,2,4,0.1153,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.4). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
6d281b14-0770-4794-8714-213a98a8e198,proj_0003,7,3,58.2419,47.9434,0.9995,50.9599,1,0.5,2,4,0.1053,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.2). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
3ed7abd2-0827-4ed4-b481-04b77872f7ed,proj_0003,8,6,57.9954,47.7435,0.9994,50.694,1,0.75,3,4,0.0944,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.0). Matched 3/4 required skills (75%). Segment: High Open-Source Contributor.
087481f9-5507-4faf-9389-4e4246f98b69,proj_0003,9,11,57.9436,47.1866,0.9995,41.6113,1,0.5,2,4,0.1056,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 57.9). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0003,10,7,57.016,46.2363,0.9994,50.3288,1,0.75,3,4,0.0693,0,0.0,0,Applied Project Specialist,Strong match (Score: 57.0). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0004,1,10,55.3996,42.7102,0.9995,38.5764,1,0.6667,2,3,0.1109,0,0.0,0,Applied Project Specialist,Strong match (Score: 55.4). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0004,2,10,55.1466,42.2614,0.9993,42.1052,1,0.6667,2,3,0.1064,0,0.0,0,Applied Project Specialist,Strong match (Score: 55.1). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
b94ac878-a11a-4440-8721-86ece96b9784,proj_0004,3,4,55.0121,41.029,0.9993,40.5615,1,0.6667,2,3,0.1303,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.0). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
7c59a687-5d33-4f1e-b160-4b4af927664b,proj_0004,4,8,54.2331,40.3865,0.9994,40.577,1,0.6667,2,3,0.0953,0,0.0,2,High Open-Source Contributor,Strong match (Score: 54.2). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
c478ab16-73cc-4c97-a81c-03bb388a6500,proj_0004,5,3,54.1539,39.0072,0.9995,37.2204,1,0.6667,2,3,0.1266,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.2). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
2e6429ae-0f2a-44a0-a1f8-20065eb6cfe2,proj_0004,6,1,53.9413,39.1696,0.9995,44.6767,1,0.6667,2,3,0.1081,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 53.9). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
2af7712b-5192-4039-b527-b1a51858eda8,proj_0004,7,9,52.7785,36.5099,0.9994,38.7391,1,0.6667,2,3,0.1017,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 52.8). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
b4c077d2-148e-42f9-bc80-1515091459a8,proj_0004,8,21,43.3526,24.149,0.9881,25.7485,1,0.3333,1,3,0.0478,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.4). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
e08544ce-9fea-4ed5-926b-df8a4054cef4,proj_0004,9,13,43.3048,23.3283,0.9885,17.5569,1,0.3333,1,3,0.0657,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 43.3). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0004,10,75,43.1777,24.2217,0.9883,27.3769,1,0.3333,1,3,0.0338,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.2). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0005,1,23,50.5009,35.9772,0.9992,42.421,1,0.5,2,4,0.0756,0,0.0,0,Applied Project Specialist,Strong match (Score: 50.5). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
c5644ec7-56a1-4c47-9050-b7704cf711bd,proj_0005,2,17,49.4825,33.0899,0.9994,33.4939,1,0.5,2,4,0.0843,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 49.5). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0005,3,34,49.2768,33.7307,0.9994,36.8165,1,0.5,2,4,0.0535,0,0.0,0,Applied Project Specialist,Moderate match (Score: 49.3). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
1b0eb8d9-5d90-4feb-85f8-57e9bb66294b,proj_0005,4,56,41.6829,22.061,0.9804,22.7542,1,0.25,1,4,0.0631,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.7). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
19d329f2-3d8d-46b4-9a4c-c52d841a38aa,proj_0005,5,64,41.1949,21.7823,0.9701,27.7915,1,0.25,1,4,0.0586,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.2). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
c5c58e75-ab1c-4fcb-9908-a0ebf6929c26,proj_0005,6,65,41.0858,22.0645,0.9658,25.2169,1,0.25,1,4,0.0524,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.1). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0005,7,76,40.9745,21.9099,0.969,7.3538,0,0.25,1,4,0.0427,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.0). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
b4c077d2-148e-42f9-bc80-1515091459a8,proj_0005,8,49,40.9255,21.8024,0.9683,26.1168,1,0.25,1,4,0.0437,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0005,9,79,40.8882,21.473,0.9661,20.5786,1,0.25,1,4,0.0544,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
d92644e4-b1af-4c67-97b4-42a739dc989f,proj_0005,10,74,40.8517,21.4754,0.963,19.0858,1,0.25,1,4,0.0581,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Emerging Generalist Builder.
38ec06b2-32c5-44b5-9006-583e15a4e8de,proj_0006,1,1,65.7349,59.5147,0.9996,61.3899,1,0.75,3,4,0.1294,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 65.7). Matched 3/4 required skills (75%). domain aligned. Segment: Emerging Generalist Builder.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0006,2,4,59.2034,49.9798,0.9995,57.2654,1,0.75,3,4,0.1151,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.2). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
03b5c41b-9b04-4bc6-9771-af990671b169,proj_0006,3,9,58.8382,49.2654,0.9996,56.6762,1,0.5,2,4,0.1096,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.8). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0006,4,5,58.7029,49.4597,0.9994,50.3371,1,0.75,3,4,0.0958,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.7). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0006,5,1,58.631,48.3237,0.9995,41.5522,1,0.75,3,4,0.1211,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.6). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bcbb259f-658e-4461-8c3d-c07b29aa5e23,proj_0006,6,9,58.4461,48.0716,0.9996,42.086,1,0.5,2,4,0.1153,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.4). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
6d281b14-0770-4794-8714-213a98a8e198,proj_0006,7,3,58.2419,47.9434,0.9995,47.9165,1,0.5,2,4,0.1053,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.2). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
3ed7abd2-0827-4ed4-b481-04b77872f7ed,proj_0006,8,6,57.9954,47.7435,0.9994,42.9799,1,0.75,3,4,0.0944,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.0). Matched 3/4 required skills (75%). Segment: High Open-Source Contributor.
087481f9-5507-4faf-9389-4e4246f98b69,proj_0006,9,11,57.9436,47.1866,0.9995,50.4563,1,0.5,2,4,0.1056,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 57.9). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0006,10,7,57.016,46.2363,0.9994,33.9919,1,0.75,3,4,0.0693,0,0.0,0,Applied Project Specialist,Strong match (Score: 57.0). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0007,1,10,55.3996,42.7102,0.9995,37.8937,1,0.6667,2,3,0.1109,0,0.0,0,Applied Project Specialist,Strong match (Score: 55.4). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0007,2,10,55.1466,42.2614,0.9993,38.7985,1,0.6667,2,3,0.1064,0,0.0,0,Applied Project Specialist,Strong match (Score: 55.1). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
b94ac878-a11a-4440-8721-86ece96b9784,proj_0007,3,4,55.0121,41.029,0.9993,38.3813,1,0.6667,2,3,0.1303,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.0). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
7c59a687-5d33-4f1e-b160-4b4af927664b,proj_0007,4,8,54.2331,40.3865,0.9994,38.0461,1,0.6667,2,3,0.0953,0,0.0,2,High Open-Source Contributor,Strong match (Score: 54.2). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
c478ab16-73cc-4c97-a81c-03bb388a6500,proj_0007,5,3,54.1539,39.0072,0.9995,43.3851,1,0.6667,2,3,0.1266,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.2). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
2e6429ae-0f2a-44a0-a1f8-20065eb6cfe2,proj_0007,6,1,53.9413,39.1696,0.9995,41.1838,1,0.6667,2,3,0.1081,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 53.9). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
2af7712b-5192-4039-b527-b1a51858eda8,proj_0007,7,9,52.7785,36.5099,0.9994,38.8188,1,0.6667,2,3,0.1017,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 52.8). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
b4c077d2-148e-42f9-bc80-1515091459a8,proj_0007,8,21,43.3526,24.149,0.9881,29.3842,1,0.3333,1,3,0.0478,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.4). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
e08544ce-9fea-4ed5-926b-df8a4054cef4,proj_0007,9,13,43.3048,23.3283,0.9885,26.2381,1,0.3333,1,3,0.0657,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 43.3). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0007,10,75,43.1777,24.2217,0.9883,35.1189,1,0.3333,1,3,0.0338,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.2). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
7c59a687-5d33-4f1e-b160-4b4af927664b,proj_0008,1,3,59.9141,51.0889,0.9996,49.4816,1,0.5,2,4,0.1327,1,0.0,2,High Open-Source Contributor,Strong match (Score: 59.9). Matched 2/4 required skills (50%). domain aligned. Segment: High Open-Source Contributor.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0008,2,20,51.1605,36.8387,0.9992,40.5955,1,0.5,2,4,0.0966,0,0.0,0,Applied Project Specialist,Strong match (Score: 51.2). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0008,3,20,51.0079,36.6409,0.9987,35.8254,1,0.5,2,4,0.0927,0,0.0,0,Applied Project Specialist,Strong match (Score: 51.0). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
b94ac878-a11a-4440-8721-86ece96b9784,proj_0008,4,11,50.3047,34.058,0.9993,29.9379,1,0.5,2,4,0.1135,0,0.0,2,High Open-Source Contributor,Strong match (Score: 50.3). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
41548c0f-f749-405b-8baa-0d455112ae92,proj_0008,5,11,50.1638,35.2619,0.9926,31.549,1,0.25,1,4,0.0854,1,0.0,2,High Open-Source Contributor,Strong match (Score: 50.2). Matched 1/4 required skills (25%). domain aligned. Segment: High Open-Source Contributor.
c3b38c11-0bcb-49fb-91ff-75f472399a74,proj_0008,6,8,49.7481,33.2253,0.9994,34.2854,1,0.5,2,4,0.0984,0,0.0,1,Hackathon Champion,Moderate match (Score: 49.7). Matched 2/4 required skills (50%). Segment: Hackathon Champion.
2e6429ae-0f2a-44a0-a1f8-20065eb6cfe2,proj_0008,7,8,49.734,33.3475,0.9994,35.4394,1,0.5,2,4,0.0942,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 49.7). Matched 2/4 required skills (50%). Segment: Emerging Generalist Builder.
2af7712b-5192-4039-b527-b1a51858eda8,proj_0008,8,19,49.3063,31.4158,0.9994,34.6312,1,0.5,2,4,0.1172,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 49.3). Matched 2/4 required skills (50%). Segment: Emerging Generalist Builder.
8232d63e-d487-4977-bd32-327717e11fb0,proj_0008,9,4,49.1522,31.4242,0.9994,33.5395,1,0.5,2,4,0.1067,0,0.0,1,Hackathon Champion,Moderate match (Score: 49.2). Matched 2/4 required skills (50%). Segment: Hackathon Champion.
4740cd5d-ac02-4515-ac53-2040e26b69ba,proj_0008,10,14,48.7659,32.6335,0.9972,32.7692,1,0.25,1,4,0.0531,1,0.0,2,High Open-Source Contributor,Moderate match (Score: 48.8). Matched 1/4 required skills (25%). domain aligned. Segment: High Open-Source Contributor.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0009,1,23,50.5009,35.9772,0.9992,28.5977,1,0.5,2,4,0.0756,0,0.0,0,Applied Project Specialist,Strong match (Score: 50.5). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
c5644ec7-56a1-4c47-9050-b7704cf711bd,proj_0009,2,17,49.4825,33.0899,0.9994,39.5529,1,0.5,2,4,0.0843,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 49.5). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0009,3,34,49.2768,33.7307,0.9994,30.802,1,0.5,2,4,0.0535,0,0.0,0,Applied Project Specialist,Moderate match (Score: 49.3). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
1b0eb8d9-5d90-4feb-85f8-57e9bb66294b,proj_0009,4,56,41.6829,22.061,0.9804,19.4553,1,0.25,1,4,0.0631,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.7). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
19d329f2-3d8d-46b4-9a4c-c52d841a38aa,proj_0009,5,64,41.1949,21.7823,0.9701,22.6594,1,0.25,1,4,0.0586,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 41.2). Matched 1/4 required skills (25%). Segment: High Open-Source Contributor.
c5c58e75-ab1c-4fcb-9908-a0ebf6929c26,proj_0009,6,65,41.0858,22.0645,0.9658,19.3298,1,0.25,1,4,0.0524,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.1). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0009,7,76,40.9745,21.9099,0.969,19.9971,1,0.25,1,4,0.0427,0,0.0,0,Applied Project Specialist,Moderate match (Score: 41.0). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
b4c077d2-148e-42f9-bc80-1515091459a8,proj_0009,8,49,40.9255,21.8024,0.9683,27.8401,1,0.25,1,4,0.0437,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0009,9,79,40.8882,21.473,0.9661,26.9645,1,0.25,1,4,0.0544,0,0.0,0,Applied Project Specialist,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Applied Project Specialist.
d92644e4-b1af-4c67-97b4-42a739dc989f,proj_0009,10,74,40.8517,21.4754,0.963,24.2969,1,0.25,1,4,0.0581,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 40.9). Matched 1/4 required skills (25%). Segment: Emerging Generalist Builder.
38ec06b2-32c5-44b5-9006-583e15a4e8de,proj_0010,1,1,65.7349,59.5147,0.9996,59.3423,1,0.75,3,4,0.1294,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 65.7). Matched 3/4 required skills (75%). domain aligned. Segment: Emerging Generalist Builder.
132eafd1-24b7-4dd8-b703-0907cb2db46e,proj_0010,2,4,59.2034,49.9798,0.9995,55.4992,1,0.75,3,4,0.1151,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.2). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
03b5c41b-9b04-4bc6-9771-af990671b169,proj_0010,3,9,58.8382,49.2654,0.9996,49.2749,1,0.5,2,4,0.1096,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.8). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0010,4,5,58.7029,49.4597,0.9994,55.9503,1,0.75,3,4,0.0958,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.7). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
389062fe-a5c8-4f8d-ab5a-72f522fa00fa,proj_0010,5,1,58.631,48.3237,0.9995,40.5349,1,0.75,3,4,0.1211,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.6). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bcbb259f-658e-4461-8c3d-c07b29aa5e23,proj_0010,6,9,58.4461,48.0716,0.9996,50.9202,1,0.5,2,4,0.1153,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.4). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
6d281b14-0770-4794-8714-213a98a8e198,proj_0010,7,3,58.2419,47.9434,0.9995,38.191,1,0.5,2,4,0.1053,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.2). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
3ed7abd2-0827-4ed4-b481-04b77872f7ed,proj_0010,8,6,57.9954,47.7435,0.9994,50.5105,1,0.75,3,4,0.0944,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.0). Matched 3/4 required skills (75%). Segment: High Open-Source Contributor.
087481f9-5507-4faf-9389-4e4246f98b69,proj_0010,9,11,57.9436,47.1866,0.9995,44.8015,1,0.5,2,4,0.1056,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 57.9). Matched 2/4 required skills (50%). domain aligned. Segment: Emerging Generalist Builder.
8d64530c-b109-44d6-898f-58a15a3429d0,proj_0010,10,7,57.016,46.2363,0.9994,54.4324,1,0.75,3,4,0.0693,0,0.0,0,Applied Project Specialist,Strong match (Score: 57.0). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,proj_0011,1,8,56.4342,44.6968,0.9995,44.2171,1,0.6667,2,3,0.1269,0,0.0,0,Applied Project Specialist,Strong match (Score: 56.4). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
