student_id,skills,skill_count
5b3a219d-f774-40a3-8e53-cefbbd95c1b7,"[""ANSYS"", ""AutoCAD"", ""CATIA"", ""Electric Drive Systems"", ""MATLAB"", ""Presentation"", ""Vehicle Dynamics""]",7
7e41e4a1-e1f5-4811-b5ee-7d004b7f594a,"[""ASPEN Plus"", ""Chemical Reaction Engineering"", ""Fluid Mechanics"", ""Ideation"", ""MATLAB"", ""Polymer Chemistry"", ""Thermodynamics""]",7
42564104-e8ad-4e44-b9ff-89862dfd35d2,"[""ASPEN Plus"", ""Chemical Reaction Engineering"", ""Communication"", ""Fluid Mechanics"", ""Heat Transfer"", ""MATLAB"", ""Polymer Chemistry"", ""Process Engineering"", ""Thermodynamics""]",9
78ae885f-c435-4649-9c08-d501a77bc648,"[""ASPEN Plus"", ""Chemical Reaction Engineering"", ""Fluid Mechanics"", ""Heat Transfer"", ""MATLAB"", ""Presentation"", ""Process Engineering"", ""Thermodynamics""]",8
277d73e1-a781-4bdf-a6f2-d6c53560bc03,"[""Bioinformatics"", ""Bioprocess Engineering"", ""CRISPR"", ""Genomics"", ""Microbiology"", ""Molecular Biology"", ""Python"", ""R"", ""Team Leadership""]",9
6ccd1f6a-9887-4159-94ae-a8daf672d1a8,"[""Bioinformatics"", ""Bioprocess Engineering"", ""Genomics"", ""Microbiology"", ""Molecular Biology"", ""Presentation"", ""Problem Solving"", ""Python""]",8
fcccb7c6-a8a4-4e69-9db9-8f40d2b5cea2,"[""Bioprocess Engineering"", ""CRISPR"", ""Data Analysis"", ""Genomics"", ""Molecular Biology"", ""Presentation"", ""Problem Solving"", ""R""]",8
40627c66-b187-405d-94af-8fafe9314606,"[""Biomedical Instrumentation"", ""Ideation"", ""LabVIEW"", ""Sensor Design"", ""Signal Processing""]",5
77a759a7-7170-48ba-bd51-11b2aced5eeb,"[""Biomedical Instrumentation"", ""Communication"", ""Signal Processing"", ""SolidWorks""]",4
affb040c-0796-49f8-b3db-6780d0e12bad,"[""Biomedical Instrumentation"", ""Communication"", ""Ideation"", ""LabVIEW"", ""Medical Image Processing"", ""Sensor Design"", ""Signal Processing"", ""SolidWorks""]",8
347dcda4-cc34-4117-be02-c3eeaaf8878f,"[""GIS"", ""Hydrology"", ""IOT Sensors"", ""Ideation"", ""Soil Mechanics"", ""Team Leadership""]",6
85821370-f883-484e-94ee-f6ae8dc26c65,"[""AgriTech"", ""Hydrology"", ""Precision Agriculture"", ""Python"", ""Rapid Prototyping""]",5
b92bae36-b338-429c-af78-0cbf3fb8795f,"[""AgriTech"", ""AutoCAD"", ""Drone Surveying"", ""GIS"", ""IOT Sensors"", ""Precision Agriculture"", ""Problem Solving"", ""Python"", ""Soil Mechanics"", ""Team Leadership""]",10
9965fb9a-60f0-4faa-a4c2-69d5bf9b8f86,"[""ANSYS"", ""Aerodynamics"", ""CATIA"", ""CFD"", ""Flight Mechanics"", ""MATLAB"", ""Problem Solving"", ""Propulsion Systems"", ""Simulink"", ""SolidWorks""]",10
6c7ba5ab-e76c-4823-86d3-ecd291bf2b8e,"[""Aerodynamics"", ""CFD"", ""Communication"", ""SolidWorks""]",4
99d675f5-481c-4a42-ab83-626ee52dd60c,"[""ANSYS"", ""Aerodynamics"", ""CATIA"", ""CFD"", ""Communication"", ""Flight Mechanics"", ""MATLAB"", ""Propulsion Systems"", ""Rapid Prototyping"", ""Simulink"", ""SolidWorks"", ""Structural Analysis""]",12
0af9507d-81b9-4cf1-b44b-0dacf503dc2d,"[""Arena Simulation"", ""Problem Solving"", ""Python"", ""SQL""]",4
ce2ebc11-9397-4333-846e-1b97cad19e01,"[""Ideation"", ""Operations Research"", ""Process Optimization"", ""Python"", ""Rapid Prototyping"", ""Supply Chain Analytics""]",6
aae2087b-48ce-441f-8985-02e8fb5169ec,"[""Arena Simulation"", ""Ideation"", ""Lean Manufacturing"", ""Operations Research"", ""Process Optimization"", ""Python"", ""Rapid Prototyping"", ""SQL"", ""Six Sigma"", ""Supply Chain Analytics"", ""Tableau""]",11
ed82829b-d814-4e03-b750-a41974852d40,"[""Communication"", ""Control Systems"", ""Instrumentation Design"", ""LabVIEW"", ""MATLAB"", ""PLC"", ""SCADA"", ""Signal Processing"", ""Team Leadership""]",9
0614b282-09f3-41f4-8c80-cd26922cefb7,"[""Embedded C"", ""Instrumentation Design"", ""LabVIEW"", ""MATLAB"", ""PLC"", ""Rapid Prototyping"", ""SCADA"", ""Sensors & Transducers"", ""Signal Processing"", ""Team Leadership""]",10
fc2e2e44-67a1-49c0-8deb-aae8b7fd05ce,"[""Embedded C"", ""MATLAB"", ""PLC"", ""SCADA"", ""Sensors & Transducers"", ""Signal Processing"", ""Team Leadership""]",7
6c480048-b597-421a-a03f-d31dcc86dde0,"[""Ideation"", ""Lumion"", ""Presentation"", ""Revit"", ""Rhino 3D""]",5
62896dac-f806-44b9-bcb9-4a4df88ecc09,"[""3D Visualization"", ""Architectural Design"", ""AutoCAD"", ""BIM (Building Information Modeling)"", ""Communication"", ""Ideation"", ""Lumion"", ""Photoshop"", ""Revit"", ""Rhino 3D"", ""SketchUp"", ""Urban Planning""]",12
1458b5a8-ec14-4f63-b9f8-f205cef99d3a,"[""3D Visualization"", ""Architectural Design"", ""AutoCAD"", ""BIM (Building Information Modeling)"", ""Communication"", ""Lumion"", ""Photoshop"", ""Rapid Prototyping"", ""Revit"", ""Rhino 3D"", ""SketchUp""]",11
1c013e76-8dd1-4835-929d-4d17b3cca983,"[""Adobe Illustrator"", ""Communication"", ""Fashion CAD"", ""Fashion Merchandising"", ""Garment Manufacturing"", ""Pattern Making"", ""Photoshop"", ""Styling"", ""Team Leadership"", ""Textile Design"", ""UI Design""]",11
cab37fc0-5983-4910-a593-6b513146db25,"[""Adobe Illustrator"", ""Fashion CAD"", ""Fashion Merchandising"", ""Garment Manufacturing"", ""Pattern Making"", ""Photoshop"", ""Problem Solving"", ""Styling"", ""UI Design""]",9
bb0f642d-1096-4c1e-a583-70dcd1d200f4,"[""Fashion Merchandising"", ""Garment Manufacturing"", ""Rapid Prototyping"", ""Textile Design"", ""UI Design""]",5
c4e69c9e-4472-40aa-ae9e-e98402e48d1b,"[""Apache Spark"", ""Data Visualization"", ""Deep Learning"", ""NumPy"", ""Pandas"", ""Power BI"", ""Python"", ""SQL"", ""Scikit-Learn"", ""Tableau"", ""Team Leadership""]",11
e019c590-05ca-4dd0-8414-3264362d7ab3,"[""Apache Spark"", ""Ideation"", ""Pandas"", ""Problem Solving"", ""R"", ""Scikit-Learn"", ""Tableau""]",7
fb92583d-11ab-4cec-a9fd-c5fd932c1193,"[""Apache Spark"", ""Big Data"", ""Communication"", ""Deep Learning"", ""Pandas"", ""Power BI"", ""Python"", ""SQL"", ""Scikit-Learn"", ""Tableau""]",10
732dbfe7-1acd-4dd9-8572-92ca7923a567,"[""Ethical Hacking"", ""Network Security"", ""Penetration Testing"", ""Python"", ""Team Leadership""]",5
e88fb49b-4d38-4e00-98f7-81c1486d5d6c,"[""Burp Suite"", ""Communication"", ""Cryptography"", ""Ethical Hacking"", ""Kali Linux"", ""Metasploit"", ""Rapid Prototyping"", ""Reverse Engineering"", ""Wireshark""]",9
38eb7628-e648-4935-b757-eff8326a187d,"[""Ethical Hacking"", ""Kali Linux"", ""Network Security"", ""Nmap"", ""Penetration Testing"", ""Python"", ""Rapid Prototyping"", ""Wireshark""]",8
bccfcb8d-4fb3-47d4-b57d-a04e3af3b2df,"[""Agile/Scrum"", ""Business Analysis"", ""Marketing"", ""Power BI"", ""Presentation"", ""Product Management"", ""Salesforce"", ""Strategic Planning"", ""Team Leadership""]",9
6c6070fe-5590-4bd5-bd37-c804f1141ede,"[""Agile/Scrum"", ""Business Analysis"", ""Financial Modeling"", ""Ideation"", ""Market Research"", ""Marketing"", ""Power BI"", ""Presentation"", ""Problem Solving"", ""Product Management"", ""Strategic Planning""]",11
a4a433e6-4d7c-4b9e-a42e-488e76adf7e7,"[""Agile/Scrum"", ""Business Analysis"", ""Market Research"", ""Power BI"", ""Product Management"", ""Rapid Prototyping"", ""Salesforce""]",7
bf5c6dbf-7b36-4028-b03b-7b4abbf3532f,"[""AWS"", ""Communication"", ""Docker"", ""Full Stack Development"", ""Git"", ""Node.js"", ""PostgreSQL"", ""Python"", ""React"", ""Software Engineering""]",10
b94ac878-a11a-4440-8721-86ece96b9784,"[""Communication"", ""Docker"", ""Full Stack Development"", ""Git"", ""Node.js"", ""PostgreSQL"", ""Presentation"", ""Python"", ""Software Engineering""]",9
132eafd1-24b7-4dd8-b703-0907cb2db46e,"[""AWS"", ""Communication"", ""Docker"", ""Full Stack Development"", ""Git"", ""Java"", ""PostgreSQL"", ""Python"", ""React"", ""Software Engineering""]",10
e5da3070-4f31-4f4e-97b7-7ce6e1450cb2,"[""Burp Suite"", ""Ethical Hacking"", ""Linux"", ""Presentation"", ""Python"", ""Wireshark""]",6
7ebfb18c-673f-4555-840f-7ad53c8cdea0,"[""ASPEN Plus"", ""CHEMCAD"", ""Fluid Mechanics"", ""Mass Transfer"", ""Polymer Chemistry"", ""Problem Solving"", ""Reaction Engineering""]",7
3769dc5c-4e8b-4b24-9e2d-9e4e2179c613,"[""Android"", ""Communication"", ""Database Administration"", ""Java"", ""Python"", ""Rapid Prototyping"", ""React"", ""Spring Boot"", ""Web Development""]",9
3f5bccd6-69b7-4942-b990-1a8d254bb653,"[""AutoCAD"", ""BIM"", ""Hydrology"", ""Rapid Prototyping"", ""Revit"", ""STAAD Pro""]",6
bfa1f0df-056e-4c7d-8e36-bd69a0ff8ce2,"[""Geotechnical Engineering"", ""Git"", ""Hydrology"", ""Primavera"", ""Rapid Prototyping"", ""Structural Analysis"", ""Surveying""]",7
a18617bd-eb70-4f68-9316-aa2807609078,"[""ANSYS"", ""Communication"", ""Electric Drive Systems"", ""Powertrain Design"", ""Rapid Prototyping"", ""SolidWorks"", ""Vehicle Dynamics""]",7
961c7e8c-d09e-4acb-ba57-63466f357076,"[""C++"", ""CI/CD"", ""Communication"", ""Git"", ""Go"", ""GraphQL"", ""JavaScript"", ""Linux"", ""Python"", ""Rapid Prototyping""]",10
3a29330d-5c66-44fd-97fd-5e6ccd8bb730,"[""3D Printing"", ""ANSYS"", ""AutoCAD"", ""Fluid Mechanics"", ""Fusion 360"", ""Rapid Prototyping""]",6
b737c73d-287a-42d9-bf3f-4c1e38e85199,"[""ASPEN Plus"", ""CHEMCAD"", ""Chemical Safety"", ""Fluid Mechanics"", ""Heat Transfer"", ""MATLAB"", ""Polymer Chemistry"", ""Process Control"", ""Rapid Prototyping"", ""Reaction Engineering""]",10
7cbaf425-d5c6-49f3-8efe-1b197b36c98b,"[""ANSYS"", ""AutoCAD"", ""CATIA"", ""CFD"", ""MATLAB"", ""Powertrain Design"", ""Presentation"", ""SolidWorks"", ""Thermodynamics"", ""Vehicle Dynamics""]",10
bcd14113-cdb3-41fa-9993-040ff343e346,"[""Agile/Scrum"", ""Data Analytics"", ""Pitching"", ""Problem Solving"", ""Strategic Planning"", ""Team Leadership""]",6
40a86714-ebfa-4332-b7cf-a8edbbca6ef0,"[""Drone Mapping"", ""IoT Sensors"", ""Precision Agriculture"", ""Rapid Prototyping"", ""Soil Mechanics""]",5
68c6c4f0-0f3f-4023-9e14-06c382d47efc,"[""Gazebo"", ""OpenCV"", ""Python"", ""ROS"", ""ROS2"", ""Raspberry Pi"", ""Robotics Kinematics"", ""SLAM"", ""Team Leadership""]",9
d4493a6b-3b00-4377-8d43-e9b67ed0c6a5,"[""Control Systems"", ""IoT Sensors"", ""LabVIEW"", ""Microcontrollers"", ""PLC"", ""Power Systems"", ""Problem Solving"", ""Proteus"", ""Rapid Prototyping"", ""SCADA"", ""Simulink""]",11
0eb20fb6-a17a-41e6-846a-933aef316c3a,"[""Arduino"", ""Bioinstrumentation"", ""Biomedical Signal Processing"", ""DICOM"", ""MATLAB"", ""Medical AI"", ""Medical Imaging"", ""Presentation"", ""Rapid Prototyping""]",9
d49250fd-6f04-4007-bcb0-968ddd8ba6d6,"[""Hadoop"", ""Pandas"", ""Presentation"", ""R"", ""Rapid Prototyping"", ""Scikit-Learn""]",6
d4fe8a65-f434-413c-8323-087d73800e64,"[""ESP32"", ""FPGA"", ""IoT"", ""KiCAD"", ""LabVIEW"", ""PCB Design"", ""RF Design"", ""RTOS"", ""Rapid Prototyping""]",9
afc7e477-3249-4772-95fd-e07a29179270,"[""AutoCAD"", ""CFD"", ""Communication"", ""Electric Drive Systems"", ""MATLAB"", ""Powertrain Design"", ""Vehicle Dynamics""]",7
b4ccab6a-fe7a-4a76-bbea-150c9cbd5d3e,"[""3ds Max"", ""AutoCAD"", ""BIM"", ""Grasshopper"", ""Lumion"", ""Problem Solving"", ""Revit"", ""Rhino"", ""Sustainable Design"", ""Urban Planning""]",10
17fba54a-7d3e-423b-8ec7-f07480195e32,"[""Adobe Illustrator"", ""CLO 3D"", ""Fashion Analytics"", ""Garment Manufacturing"", ""Merchandising"", ""Pattern Making"", ""Rapid Prototyping"", ""Textile Science""]",8
a4110e45-2926-4e7f-8678-ab3a4210a5f1,"[""AutoCAD"", ""AutoCAD Civil 3D"", ""BIM"", ""ETABS"", ""Hydrology"", ""Presentation"", ""Primavera"", ""Revit"", ""STAAD Pro"", ""Structural Analysis"", ""Team Leadership""]",11
69b350c6-2a8f-4317-b816-1b51a6cddd3d,"[""AutoCAD"", ""AutoCAD Civil 3D"", ""Communication"", ""ETABS"", ""Presentation"", ""Primavera"", ""SAP2000"", ""Surveying""]",8
ae1edce1-d966-42e3-8c89-aef9b00864d3,"[""GIS"", ""Geotechnical Engineering"", ""Primavera"", ""Rapid Prototyping"", ""SAP2000"", ""STAAD Pro"", ""Structural Analysis"", ""Surveying""]",8
0066a921-913f-4f9c-94f3-fc50ab1a7418,"[""Burp Suite"", ""Ethical Hacking"", ""Metasploit"", ""OWASP"", ""Penetration Testing"", ""Presentation"", ""Python"", ""SOC Analysis"", ""Team Leadership"", ""Wireshark""]",10
af4ec097-6ced-4f57-8f0d-7e1ff5ee4a98,"[""Android"", ""Database Administration"", ""Java"", ""MySQL"", ""Problem Solving"", ""Python"", ""Rapid Prototyping"", ""React"", ""Web Development""]",9
762d9ef6-91f9-45a9-b70e-026d55968fd6,"[""Bioprocess Engineering"", ""Biostatistics"", ""CRISPR Design"", ""Data Analysis"", ""Microbiology"", ""Molecular Biology"", ""PyMOL"", ""R"", ""Rapid Prototyping"", ""Team Leadership""]",10
028835cb-f2be-4cf3-833d-5016c814a61b,"[""Burp Suite"", ""Cryptography"", ""Ethical Hacking"", ""Git"", ""Linux"", ""Network Security"", ""Python"", ""Wireshark""]",8
a8b3e1b2-de65-49e5-9789-63217c28db6d,"[""Arduino"", ""FPGA"", ""Git"", ""IoT"", ""KiCAD"", ""MATLAB"", ""Presentation"", ""RF Design"", ""STM32"", ""VHDL"", ""Verilog""]",11
4732886f-ea61-4283-92e8-e4dd176e752e,"[""Communication"", ""Computer Vision"", ""Generative AI"", ""LangChain"", ""Prompt Engineering"", ""Python"", ""Scikit-Learn"", ""Transformer Models""]",8
b76e52b5-01dd-4187-b21f-d60808acc325,"[""Data Analysis"", ""Feature Engineering"", ""Git"", ""NumPy"", ""OpenCV"", ""PyTorch"", ""Python"", ""SQL""]",8
5c0da250-6f41-4e9f-b813-7948724a918a,"[""CHEMCAD"", ""Chemical Safety"", ""Fluid Mechanics"", ""MATLAB"", ""Mass Transfer"", ""Presentation""]",6
c8a6c705-5710-4a9c-b506-593a8b372fba,"[""AutoCAD"", ""Git"", ""Precision Agriculture"", ""Remote Sensing"", ""Soil Mechanics""]",5
221c46a1-750f-4420-91f2-226350f81809,"[""ASPEN Plus"", ""Chemical Safety"", ""Communication"", ""Fluid Mechanics"", ""Git"", ""Heat Transfer"", ""MATLAB"", ""Process Control"", ""Reaction Engineering""]",9
62c257a4-beb9-4e46-acfc-043c4c84b377,"[""ANSYS"", ""CATIA"", ""Electric Drive Systems"", ""Git"", ""Powertrain Design"", ""Thermodynamics""]",6
087481f9-5507-4faf-9389-4e4246f98b69,"[""Android"", ""Cloud Computing"", ""Git"", ""MySQL"", ""Python"", ""Rapid Prototyping"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Web Development""]",10
7b26de21-f416-4540-b996-0ac71302b1d1,"[""CHEMCAD"", ""Communication"", ""MATLAB"", ""Problem Solving"", ""Process Control"", ""Reaction Engineering""]",6
fdc30964-24b1-415d-88e7-290336637cf5,"[""Pandas"", ""Presentation"", ""Problem Solving"", ""Python"", ""SQL"", ""Scikit-Learn"", ""Spark"", ""Statistical Modeling""]",8
ce46641a-724d-478c-b961-285394659b37,"[""Arduino"", ""Control Theory"", ""Git"", ""Kinematics"", ""Python""]",5
9b22ca8a-655c-43ad-b685-8e52f2b8b6c5,"[""Arena Simulation"", ""Communication"", ""Ergonomics"", ""Lean Manufacturing"", ""Operations Research"", ""Problem Solving"", ""Process Optimization"", ""SQL"", ""Six Sigma""]",9
e79850c2-c17a-4aac-b2b3-52194b911c0a,"[""Adobe Illustrator"", ""CAD Fashion"", ""CLO 3D"", ""Fashion Analytics"", ""Git"", ""Merchandising"", ""Pattern Making"", ""Rapid Prototyping"", ""Textile Science""]",9
0811fe08-051a-4441-9608-0c17358c8abe,"[""AWS"", ""Cloud Computing"", ""Communication"", ""Firebase"", ""Networking"", ""Rapid Prototyping"", ""React"", ""Tailwind CSS""]",8
1ee97fc8-a9e6-4a93-9b13-b736356a4c9a,"[""NLP"", ""NumPy"", ""Power BI"", ""PyTorch"", ""Scikit-Learn"", ""Team Leadership""]",6
e4c102b8-80bb-4fe3-9020-55e2e1c77522,"[""Arduino"", ""Biomedical Signal Processing"", ""Git"", ""LabVIEW"", ""MATLAB"", ""Medical Imaging"", ""SolidWorks""]",7
d9758c73-1f57-4d15-a893-49b5f90df6b1,"[""C++"", ""Embedded C"", ""Git"", ""IoT"", ""KiCAD"", ""LabVIEW"", ""RTOS"", ""STM32"", ""Signal Processing"", ""VLSI""]",10
e9488dc6-d1ac-430c-a5c2-850186211dc1,"[""Agile/Scrum"", ""Communication"", ""Data Analytics"", ""Financial Modeling"", ""Pitching"", ""Problem Solving"", ""Product Management"", ""Strategic Planning"", ""Team Leadership""]",9
2b147d81-92b6-4409-aa68-a44b06e3083e,"[""Cloud Computing"", ""Communication"", ""Cybersecurity"", ""Firebase"", ""JavaScript"", ""MySQL"", ""Python"", ""Rapid Prototyping"", ""React"", ""Vue.js""]",10
2c0d9eec-46d3-4e5d-88aa-f3fd93a302c6,"[""Arduino"", ""DCS"", ""Embedded Systems"", ""Instrumentation"", ""LabVIEW"", ""Problem Solving""]",6
3bc2614f-c7f7-4b97-bc03-e59332e2b984,"[""Communication"", ""Data Analytics"", ""Git"", ""Product Management"", ""Strategic Planning"", ""Team Leadership""]",6
b0473f2b-3906-4d17-835c-77d14f68153c,"[""Arduino"", ""Bioinstrumentation"", ""Biomedical Signal Processing"", ""DICOM"", ""LabVIEW"", ""MATLAB"", ""Medical AI"", ""Medical Imaging"", ""Presentation"", ""Rapid Prototyping""]",10
9fecce85-a2ce-4a32-9236-9f7f9fae8ae8,"[""Arduino"", ""Communication"", ""DCS"", ""Embedded Systems"", ""Process Control"", ""Team Leadership""]",6
20f0cd2f-0720-4027-a947-2e6ea888d087,"[""AutoCAD Civil 3D"", ""GIS"", ""Hydrology"", ""Problem Solving"", ""SAP2000""]",5
6188831d-2423-4170-97be-c1ce063d2e91,"[""Burp Suite"", ""Communication"", ""Cryptography"", ""OWASP"", ""Penetration Testing"", ""Python"", ""SOC Analysis"", ""Team Leadership""]",8
581bb5ae-aabd-47ba-8e9e-54b92e296fad,"[""AgriTech"", ""AutoCAD"", ""GIS"", ""Precision Agriculture"", ""Presentation"", ""Remote Sensing"", ""Soil Mechanics""]",7
482ad2c1-897a-4d02-a049-2588feb555c9,"[""Adobe Illustrator"", ""CAD Fashion"", ""CLO 3D"", ""Fashion Analytics"", ""Garment Manufacturing"", ""Git"", ""Merchandising"", ""Pattern Making"", ""Textile Science""]",9
f63bb13f-93b2-41f7-941e-269711f4d4eb,"[""Adobe Illustrator"", ""CAD Fashion"", ""CLO 3D"", ""Fashion Analytics"", ""Garment Manufacturing"", ""Merchandising"", ""Presentation"", ""Problem Solving"", ""Textile Science""]",9
8ca7b2f9-b286-4535-ad63-ce138605bd4f,"[""Bioprocess Engineering"", ""CRISPR Design"", ""Molecular Biology"", ""Presentation"", ""Python"", ""Team Leadership""]",6
8fddae81-3c19-442e-bb98-ee9806b04725,"[""Arduino"", ""Embedded Systems"", ""Git"", ""Instrumentation"", ""Presentation"", ""Process Control"", ""Sensors""]",7
5650aad2-20d6-4baf-b306-cf8f848814e9,"[""Arduino"", ""Communication"", ""DCS"", ""Embedded Systems"", ""MATLAB"", ""Process Control"", ""Sensors""]",7
202ac62b-753f-400d-902a-ec7d099233b7,"[""Big Data"", ""Communication"", ""Data Visualization"", ""Hadoop"", ""Pandas"", ""Spark""]",6
c478ab16-73cc-4c97-a81c-03bb388a6500,"[""C++"", ""FastAPI"", ""Git"", ""Microservices"", ""Node.js"", ""PostgreSQL"", ""Rapid Prototyping"", ""Rust"", ""System Design""]",9
